lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,afe620b9beac86c1027b96d31d396407,Financial report,What are the bankers' names associated with GODFREY PHILLIPS INDIA LIMITED? ,"[16340, 16446, 16441, 16434, 16442, 16435, 16443, 16445, 16444, 16407]",[16348],Not Found,0.0
0.5,afe620b9beac86c1027b96d31d396407,Financial report,What was the value of absolute percentage shortfall in India's GDP growth from 2002 to 2003 compared to the forecast?,"[16237, 11335, 11334, 21371, 1703, 11333, 11337, 11316, 19167, 11317]",[16237],1,1.0
0.5,afe620b9beac86c1027b96d31d396407,Financial report,Where are the two plants of GODFREY PHILLIPS INDIA LIMITED located?,"[16340, 16441, 16446, 16434, 16435, 16407, 16442, 16443, 16444, 16445]",[16424],Not Found,0.0
0.5,afe620b9beac86c1027b96d31d396407,Financial report,Which executive directors have attended Board Meetings more than 6 times?,"[2000, 16370, 1999, 1852, 16371, 1436, 16372, 1998, 16379, 16376]",[16370],2,1.0
0.5,afe620b9beac86c1027b96d31d396407,Financial report,"How many companies do Mr. R.A. Shah, Mr. S.V. Shanbhag, and Mr. C.M. Maniar collectively hold directorships of the Board?","[16320, 16392, 16376, 16375, 16373, 16377, 16383, 16379, 1165, 16462]","[16376, 16377, 16379]",3,1.0
0.5,afe620b9beac86c1027b96d31d396407,Financial report,Who are the non-executive and independent directors of GODFREY PHILLIPS INDIA LIMITED? Enumerate all of them in a list.,"[16340, 16441, 16435, 16442, 16446, 16434, 16445, 16443, 16444, 16448]",[16370],Not Found,0.0
0.5,afe620b9beac86c1027b96d31d396407,Financial report,What were the GDP growth amounts for the first and second quarters respectively?,"[16237, 11334, 19167, 11335, 11316, 11317, 11333, 21370, 11337, 21371]",[16237],1,1.0
0.5,afe620b9beac86c1027b96d31d396407,Financial report,"What are the years specified in the pie chart of the document? Format all of the years in a list like ['2006', '2007', '2011']","[6655, 16641, 20806, 3817, 18443, 21335, 17692, 21299, 16711, 3496]",[16248],Not Found,0.0
0.5,afe620b9beac86c1027b96d31d396407,Financial report,How many figures are there in total in the article?,"[2791, 2777, 2723, 2553, 3993, 494, 3411, 2643, 9091, 3440]","[16263, 16284, 16248, 16409, 16250, 16252]",Not Found,0.0
0.5,afe620b9beac86c1027b96d31d396407,Financial report,"As the Chairman of the Board who serves as the President of the Society of Indian Law Firms (Western Region), how many membership of Board of other companies does he have?","[16377, 16376, 16370, 16369, 1998, 1999, 2000, 1993, 2015, 2014]","[16376, 16370, 16373]",2,0.67
0.5,e79deb02a0c0e87511080836c5d4347b,Administration/Industry file,Who produced the document that was revised on May 2016?,"[8850, 21073, 4144, 15839, 10080, 2158, 4224, 10273, 6719, 21362]",[21073],2,1.0
0.5,e79deb02a0c0e87511080836c5d4347b,Administration/Industry file,What are the words written in the first rectangle on the top of the page two?,"[21279, 17770, 18848, 16625, 21787, 20543, 20049, 11426, 19108, 16836]","[21088, 21089, 21103]",Not Found,0.0
0.5,e79deb02a0c0e87511080836c5d4347b,Administration/Industry file,WHAT IS THE 2nd OBJECTIVE OF REGULATORY EFFICIENCY?,"[21099, 21101, 21102, 21100, 21123, 21121, 20786, 13897, 12963, 12693]",[21105],Not Found,0.0
0.5,e79deb02a0c0e87511080836c5d4347b,Administration/Industry file,What is the name of the governor as mentioned on the first page of the document?,"[21069, 21067, 21070, 21224, 21071, 21155, 21433, 21164, 741, 21950]",[21069],1,1.0
0.5,e79deb02a0c0e87511080836c5d4347b,Administration/Industry file,How many people are there in the images on the cover?,"[12013, 12265, 10874, 12041, 400, 10650, 21070, 21067, 12057, 11679]","[21063, 21065, 21066, 21067, 21068, 21070]",7,0.33
0.5,e79deb02a0c0e87511080836c5d4347b,Administration/Industry file,How many cats are there in the images on page 1?,"[17214, 17211, 18280, 11968, 286, 18289, 18290, 289, 12013, 17217]","[21063, 21065, 21066, 21067, 21068, 21070]",Not Found,0.0
0.5,e79deb02a0c0e87511080836c5d4347b,Administration/Industry file,What is the title of the diagram on page 9?,"[17473, 17470, 17379, 17436, 17464, 17500, 17354, 20326, 15601, 17461]",[21255],Not Found,0.0
0.5,e79deb02a0c0e87511080836c5d4347b,Administration/Industry file,What are the top2 texts of the red words in the document?,"[17717, 20734, 21423, 20696, 20758, 20693, 16734, 15793, 19363, 17880]","[21090, 21092]",Not Found,0.0
0.5,e79deb02a0c0e87511080836c5d4347b,Administration/Industry file,How many strengths and weaknesses are metioned in Appendix C? Represent these two numbers as format of list.,"[21256, 5349, 10380, 11074, 10345, 21077, 21124, 9905, 10129, 10126]","[21258, 21259]",Not Found,0.0
0.5,e79deb02a0c0e87511080836c5d4347b,Administration/Industry file,How many appendices appear in the document?,"[21076, 21077, 9905, 21883, 10380, 6736, 10126, 14597, 14596, 6615]","[21124, 21256, 21265, 21268, 21246]",Not Found,0.0
0.5,e79deb02a0c0e87511080836c5d4347b,Administration/Industry file,How many people are there in total in the MQA Executive Leadership and the Prosecution Services Staff?,"[21130, 21131, 21129, 21128, 21250, 21249, 21127, 21144, 21248, 21133]","[21190, 21191, 21128, 21129, 21130, 21131, 21192, 21193]",1,0.5
0.5,chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95,Tutorial/Workshop,How many steps are involved in the binary fission of prokaryotic cells?,"[18688, 18695, 18691, 18690, 18955, 18686, 18698, 18696, 18726, 18720]","[18697, 18698, 18694]",7,0.33
0.5,chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95,Tutorial/Workshop,What are the three steps of binary fission of a prokaryotic cell?,"[18695, 18691, 18688, 18690, 18955, 18686, 18696, 18698, 18726, 18732]","[18697, 18698, 18694]",8,0.33
0.5,chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95,Tutorial/Workshop,"Which chapters are included in the slide? Your answer should be formatted as a list like ['Chapter 1', 'Chapter 3'].","[18672, 14567, 14902, 18876, 14926, 14699, 14905, 21921, 21907, 21927]","[18672, 18794, 18876]",1,0.67
0.5,chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95,Tutorial/Workshop,What animal is on the cover of each chapter?,"[18878, 18674, 18796, 20401, 19527, 21924, 19399, 19523, 18672, 19362]","[18674, 18796, 18878]",1,1.0
0.5,chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95,Tutorial/Workshop,How many full faces of people appear in the slide?,"[18505, 645, 644, 646, 18508, 19676, 18501, 18507, 651, 17753]","[18866, 18834]",Not Found,0.0
0.5,chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95,Tutorial/Workshop,Which stages of cell division are shown on slides 12 and 14?,"[18739, 18788, 18790, 18726, 18753, 18725, 18738, 18722, 18712, 18709]","[18723, 18724, 18725, 18736, 18737, 18738]",6,0.33
0.5,chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95,Tutorial/Workshop,What is the genotype corresponding to attached earlobes?,"[18834, 18836, 18843, 10362, 1941, 4216, 2537, 2413, 5114, 5042]",[18836],2,1.0
0.5,ecommerceopportunityindia-141124010546-conversion-gate01_95,Research report / Introduction,What is the ebay.in listing for shown in the image?,"[21593, 672, 673, 18562, 21590, 19450, 19336, 19517, 21423, 21592]",[21593],1,1.0
0.5,ecommerceopportunityindia-141124010546-conversion-gate01_95,Research report / Introduction,"In the year in which the No of internet users was 330 million, what percentage of Indians were Debit Card users?","[21646, 21643, 21645, 21644, 21619, 17682, 6860, 21624, 15685, 6777]","[21619, 21645]",3,1.0
0.5,ecommerceopportunityindia-141124010546-conversion-gate01_95,Research report / Introduction,How many more debit card users in millions were there in India in 2015 compared to 2014?,"[21646, 21644, 21643, 21645, 12681, 13063, 13755, 12133, 10742, 21540]",[21645],4,1.0
0.5,ecommerceopportunityindia-141124010546-conversion-gate01_95,Research report / Introduction,What multiple of the 2014 e-commerce sales was achieved in 2018?,"[169, 79, 519, 21680, 170, 172, 171, 21619, 168, 107]",[21630],Not Found,0.0
0.5,ecommerceopportunityindia-141124010546-conversion-gate01_95,Research report / Introduction,How many people in India were using a debit card when the e-commerce sales reached 11 billion?,"[167, 68, 169, 599, 170, 79, 172, 21652, 171, 21619]","[21645, 21630]",Not Found,0.0
0.5,ecommerceopportunityindia-141124010546-conversion-gate01_95,Research report / Introduction,What is the CAGR of television from 2012 to 2016?,"[4020, 21626, 21627, 4022, 856, 857, 1462, 15699, 15737, 4023]","[21625, 21623]",Not Found,0.0
0.5,ecommerceopportunityindia-141124010546-conversion-gate01_95,Research report / Introduction,How many types of ecosystem players are listed in the slide?,"[19026, 19077, 19072, 21689, 19078, 19075, 19073, 19041, 19074, 19079]","[21668, 21670]",Not Found,0.0
0.5,ecommerceopportunityindia-141124010546-conversion-gate01_95,Research report / Introduction,How many 'Pioneers' and people on the cover of the slides are there in total in the slide?,"[21276, 20266, 19148, 19147, 19564, 19326, 18369, 19357, 17753, 19883]","[21585, 21682, 21586, 21685, 21624]",Not Found,0.0
0.5,catvsdogdlpycon15se-150512122612-lva1-app6891_95,Tutorial/Workshop,The overlap of which two capabilities is considered the danger zone?,"[19706, 19693, 20315, 20318, 981, 11909, 19794, 19694, 11051, 10551]",[18449],Not Found,0.0
0.5,catvsdogdlpycon15se-150512122612-lva1-app6891_95,Tutorial/Workshop,What types of animals appear in the PPT?,"[18853, 11490, 16851, 476, 21996, 18769, 20465, 19429, 18483, 18796]","[18377, 18445]",Not Found,0.0
0.5,catvsdogdlpycon15se-150512122612-lva1-app6891_95,Tutorial/Workshop,Which three deep learning conspirators appear in the PPT?,"[18488, 18489, 14485, 13318, 9534, 9396, 20468, 20470, 13440, 9403]",[18489],2,1.0
0.5,catvsdogdlpycon15se-150512122612-lva1-app6891_95,Tutorial/Workshop,How many times does the image of a bear appear in the PPT?,"[18502, 18445, 18443, 18501, 18503, 266, 11406, 19429, 11294, 11405]","[18445, 18502]",1,1.0
0.5,catvsdogdlpycon15se-150512122612-lva1-app6891_95,Tutorial/Workshop,How many layers does the neural network mentioned in the PPT for distinguishing faces have?,"[18603, 18508, 18591, 18542, 18504, 18544, 18513, 4884, 18541, 18505]","[18503, 18504, 18505, 18507, 18508, 18513]",2,0.67
0.5,catvsdogdlpycon15se-150512122612-lva1-app6891_95,Tutorial/Workshop,Which animal did the detector ultimately recognize the person as?,"[18622, 18378, 11862, 18623, 17159, 11863, 10389, 17604, 15430, 16748]","[18626, 18629, 18634, 18636, 18637, 18622]",1,0.17
0.5,catvsdogdlpycon15se-150512122612-lva1-app6891_95,Tutorial/Workshop,Which dataset was introduced in the 'coding time' section of the PPT for training?,"[18517, 18514, 17742, 4849, 17745, 17746, 17743, 4948, 21296, 21298]","[18514, 18517]",1,1.0
0.5,catvsdogdlpycon15se-150512122612-lva1-app6891_95,Tutorial/Workshop,How many libraries were imported in the code section of the PPT?,"[15782, 18603, 18576, 18606, 5262, 18584, 18665, 18586, 18620, 18597]",[18574],Not Found,0.0
0.5,SnapNTell,Academic paper,"Compared to ViQuAE, how many more QA pairs does SnapNtell have?","[11852, 11855, 11853, 11857, 11856, 11894, 11808, 11814, 11854, 11901]",[11852],1,1.0
0.5,SnapNTell,Academic paper,"In the SnapNTell model architecture, what is the image used as an example input in the paper?","[11954, 11864, 11820, 11968, 10306, 11812, 10341, 11941, 11878, 11897]",[11863],Not Found,0.0
0.5,SnapNTell,Academic paper,"In the 3rd Wiki filtering, how many more entities were filtered out compared to the 1st Wiki filtering?","[11945, 11944, 11946, 11835, 11937, 17372, 15170, 17370, 17369, 11936]","[11945, 11934]",1,0.5
0.5,SnapNTell,Academic paper,How many times do various sizes of the Eiffel Tower appear in the image?,"[11811, 11945, 11863, 11954, 11946, 12308, 10917, 11687, 11373, 11374]","[11811, 11945, 11949, 11954, 11863, 11934]",1,0.67
0.5,SnapNTell,Academic paper,How many times does the image of The Acropolis Museum appear in the paper?,"[11968, 11978, 10985, 12376, 11494, 12372, 10981, 11499, 11308, 11500]","[11968, 11977]",1,0.5
0.5,SnapNTell,Academic paper,How many years after The Chapel Bridge was The Acropolis Museum completed? Return me an integer.,"[11968, 11978, 12376, 10985, 11499, 11364, 11500, 11298, 10983, 12374]","[11984, 11977]",Not Found,0.0
0.5,RAR,Academic paper,"In the pipeline diagram of the RAR model, which type of organism is used as the input case?","[10394, 10382, 10385, 10342, 10359, 10398, 4718, 5556, 10318, 10373]",[10318],9,1.0
0.5,RAR,Academic paper,"In the Ranking Prompt Example, what is the correct type of the car provided?","[10328, 10327, 10398, 10399, 10326, 11249, 11169, 10333, 10391, 11153]","[10328, 10321]",1,0.5
0.5,RAR,Academic paper,"In the example image for extending RAR to zero-shot recognition on object detection datasets, how many bounding boxes (bboxes) are there in total?","[10321, 10357, 10320, 10392, 10297, 10360, 10288, 10340, 10432, 11948]","[10321, 10318]",1,0.5
0.5,RAR,Academic paper,How many GPT-4V examples are listed in the paper?,"[11976, 10415, 10416, 5804, 10412, 4161, 4694, 4098, 10391, 4689]","[10386, 10398, 10391]",9,0.33
0.5,RAR,Academic paper,"In the 4-shot classification task, how much higher is the top-5 average accuracy of RAR (LLaVA1.5) compared to the top-1 accuracy?

","[10427, 10426, 10405, 10351, 10411, 10339, 10419, 10406, 10409, 4371]","[10409, 10405, 10414]",3,0.67
0.5,RAR,Academic paper,"In the visualization of the ranking examples and ranking prompt examples, how many images appear in total?","[10328, 10332, 10415, 10398, 10380, 11978, 10326, 11815, 18836, 18834]","[10342, 10349, 10321, 10356, 10357, 10328, 10362, 10334]",1,0.12
0.5,STEPBACK,Academic paper,How many green bars appear in Figure 1?,"[7139, 17857, 5862, 20744, 16648, 20594, 15118, 16669, 17853, 16982]",[11052],Not Found,0.0
0.5,STEPBACK,Academic paper,What score did PaLM-2L + Step-Back achieve in MMLU Physics?,"[11083, 11052, 11056, 11090, 11113, 11048, 11094, 11076, 11086, 11097]",[11083],1,1.0
0.5,STEPBACK,Academic paper,How much higher is the accuracy of PaLM-2L + RAG compared to PaLM-2L on TimeQA?,"[11076, 11113, 11058, 11052, 11083, 11086, 11119, 11056, 11048, 11094]","[11083, 11094]",5,1.0
0.5,STEPBACK,Academic paper,How much lower is the accuracy of GPT-4 on SituatedQA compared to MMLU Chemistry?,"[11070, 11094, 11052, 11191, 11147, 11192, 11101, 11172, 11105, 11097]","[11083, 11094]",2,0.5
0.5,STEPBACK,Academic paper,How many pie charts are there in the paper?,"[11141, 21444, 9008, 11145, 7881, 16543, 16248, 20578, 861, 21649]","[11097, 11145, 11141]",1,0.67
