"lambda_rel","doc_name","domain","question","layout_retrieved","gt","first_hit_rank","recall","source_range"
"0.5","e79deb02a0c0e87511080836c5d4347b","Administration/Industry file","How many people are there in total in the MQA Executive Leadership and the Prosecution Services Staff?","[21191, 21192, 21193, 21221, 13286, 21190, 12090, 9343, 6541, 21847]","[21190, 21191, 21128, 21129, 21130, 21131, 21192, 21193]","1","0.5","200-280"
"0.5","chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95","Tutorial/Workshop","How many steps are involved in the binary fission of prokaryotic cells?","[18691, 18688, 18695, 18696, 18698, 18746, 18693, 18686, 18697, 18687]","[18697, 18698, 18694]","5","0.67","200-280"
"0.5","chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95","Tutorial/Workshop","What are the three steps of binary fission of a prokaryotic cell?","[18691, 18688, 18695, 18698, 18693, 18696, 18697, 18690, 18686, 18692]","[18697, 18698, 18694]","4","0.67","200-280"
"0.5","chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95","Tutorial/Workshop","Which chapters are included in the slide? Your answer should be formatted as a list like ['Chapter 1', 'Chapter 3'].","[14699, 21241, 21927, 15162, 4469, 15244, 15456, 14926, 15253, 14819]","[18672, 18794, 18876]","Not Found","0.0","200-280"
"0.5","chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95","Tutorial/Workshop","What animal is on the cover of each chapter?","[18622, 17717, 11323, 18674, 18878, 11595, 11469, 18796, 18377, 11014]","[18674, 18796, 18878]","4","1.0","200-280"
"0.5","chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95","Tutorial/Workshop","How many full faces of people appear in the slide?","[10873, 1768, 12264, 15677, 15258, 20645, 18502, 18504, 465, 17798]","[18866, 18834]","Not Found","0.0","200-280"
"0.5","chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95","Tutorial/Workshop","Which stages of cell division are shown on slides 12 and 14?","[18788, 18746, 18739, 18749, 18724, 18790, 18898, 18723, 18725, 18785]","[18723, 18724, 18725, 18736, 18737, 18738]","5","0.5","200-280"
"0.5","chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95","Tutorial/Workshop","What is the genotype corresponding to attached earlobes?","[18836, 18843, 18834, 18821, 19344, 18961, 11444, 17056, 17017, 19512]","[18836]","1","1.0","200-280"
"0.5","ecommerceopportunityindia-141124010546-conversion-gate01_95","Research report / Introduction","What is the ebay.in listing for shown in the image?","[7586, 21655, 6792, 6855, 11945, 6864, 19686, 21593, 7448, 169]","[21593]","8","1.0","200-280"
"0.5","ecommerceopportunityindia-141124010546-conversion-gate01_95","Research report / Introduction","In the year in which the No of internet users was 330 million, what percentage of Indians were Debit Card users?","[21624, 21646, 7611, 21619, 4783, 7609, 7463, 7612, 7615, 7564]","[21619, 21645]","4","0.5","200-280"
"0.5","ecommerceopportunityindia-141124010546-conversion-gate01_95","Research report / Introduction","How many more debit card users in millions were there in India in 2015 compared to 2014?","[21643, 21645, 21646, 790, 593, 21624, 21644, 13615, 10093, 21619]","[21645]","2","1.0","200-280"
"0.5","ecommerceopportunityindia-141124010546-conversion-gate01_95","Research report / Introduction","What multiple of the 2014 e-commerce sales was achieved in 2018?","[21630, 593, 2341, 10445, 3276, 20099, 15921, 16645, 19984, 16718]","[21630]","1","1.0","200-280"
"0.5","ecommerceopportunityindia-141124010546-conversion-gate01_95","Research report / Introduction","How many people in India were using a debit card when the e-commerce sales reached 11 billion?","[21639, 1639, 21643, 1776, 7609, 15685, 21645, 7610, 7602, 1634]","[21645, 21630]","7","0.5","200-280"
"0.5","ecommerceopportunityindia-141124010546-conversion-gate01_95","Research report / Introduction","What is the CAGR of television from 2012 to 2016?","[21626, 21627, 16728, 16404, 16962, 16725, 6454, 16907, 10432, 7047]","[21625, 21623]","Not Found","0.0","200-280"
"0.5","ecommerceopportunityindia-141124010546-conversion-gate01_95","Research report / Introduction","How many types of ecosystem players are listed in the slide?","[19336, 19780, 465, 21668, 21670, 932, 11167, 21667, 18163, 19041]","[21668, 21670]","4","1.0","200-280"
"0.5","ecommerceopportunityindia-141124010546-conversion-gate01_95","Research report / Introduction","How many 'Pioneers' and people on the cover of the slides are there in total in the slide?","[1768, 19148, 21685, 17798, 1769, 4807, 1756, 11960, 18163, 20656]","[21585, 21682, 21586, 21685, 21624]","3","0.2","200-280"
"0.5","catvsdogdlpycon15se-150512122612-lva1-app6891_95","Tutorial/Workshop","The overlap of which two capabilities is considered the danger zone?","[16961, 4725, 21982, 16977, 17280, 14890, 5628, 3893, 2996, 18119]","[18449]","Not Found","0.0","200-280"
"0.5","catvsdogdlpycon15se-150512122612-lva1-app6891_95","Tutorial/Workshop","What types of animals appear in the PPT?","[18470, 11264, 19689, 18796, 17717, 19501, 17033, 648, 11263, 11469]","[18377, 18445]","Not Found","0.0","200-280"
"0.5","catvsdogdlpycon15se-150512122612-lva1-app6891_95","Tutorial/Workshop","Which three deep learning conspirators appear in the PPT?","[1756, 18481, 5549, 16035, 4789, 1194, 18655, 9524, 18488, 18535]","[18489]","Not Found","0.0","200-280"
"0.5","catvsdogdlpycon15se-150512122612-lva1-app6891_95","Tutorial/Workshop","How many times does the image of a bear appear in the PPT?","[18501, 18503, 18619, 476, 17753, 19250, 19285, 16748, 351, 654]","[18445, 18502]","Not Found","0.0","200-280"
"0.5","catvsdogdlpycon15se-150512122612-lva1-app6891_95","Tutorial/Workshop","How many layers does the neural network mentioned in the PPT for distinguishing faces have?","[18513, 18504, 18508, 4884, 18577, 18544, 18541, 18573, 18590, 4725]","[18503, 18504, 18505, 18507, 18508, 18513]","1","0.5","200-280"
"0.5","catvsdogdlpycon15se-150512122612-lva1-app6891_95","Tutorial/Workshop","Which animal did the detector ultimately recognize the person as?","[18619, 18483, 18622, 17737, 18476, 18477, 16795, 16797, 14817, 18514]","[18626, 18629, 18634, 18636, 18637, 18622]","3","0.17","200-280"
"0.5","catvsdogdlpycon15se-150512122612-lva1-app6891_95","Tutorial/Workshop","Which dataset was introduced in the 'coding time' section of the PPT for training?","[5284, 4094, 18517, 5530, 4849, 17973, 11871, 5086, 6530, 6135]","[18514, 18517]","3","0.5","200-280"
"0.5","catvsdogdlpycon15se-150512122612-lva1-app6891_95","Tutorial/Workshop","How many libraries were imported in the code section of the PPT?","[5231, 15891, 11090, 15982, 18582, 15884, 10399, 5438, 18586, 5437]","[18574]","Not Found","0.0","200-280"
"0.5","SnapNTell","Academic paper","Compared to ViQuAE, how many more QA pairs does SnapNtell have?","[11852, 11814, 11853, 11856, 11854, 11855, 11857, 11808, 11844, 11901]","[11852]","1","1.0","200-280"
"0.5","SnapNTell","Academic paper","In the SnapNTell model architecture, what is the image used as an example input in the paper?","[11954, 11864, 11901, 11806, 11897, 11812, 11903, 11981, 11811, 11804]","[11863]","Not Found","0.0","200-280"
"0.5","SnapNTell","Academic paper","In the 3rd Wiki filtering, how many more entities were filtered out compared to the 1st Wiki filtering?","[11945, 11944, 11946, 5365, 10246, 10249, 20500, 7564, 5765, 12921]","[11945, 11934]","1","0.5","200-280"
"0.5","SnapNTell","Academic paper","How many times do various sizes of the Eiffel Tower appear in the image?","[11863, 11945, 11811, 8073, 4365, 19234, 11946, 325, 18317, 7568]","[11811, 11945, 11949, 11954, 11863, 11934]","1","0.5","200-280"
"0.5","SnapNTell","Academic paper","How many times does the image of The Acropolis Museum appear in the paper?","[11968, 11978, 20868, 11500, 11499, 16628, 12376, 10985, 11308, 11298]","[11968, 11977]","1","0.5","200-280"
"0.5","SnapNTell","Academic paper","How many years after The Chapel Bridge was The Acropolis Museum completed? Return me an integer.","[11968, 11978, 11364, 11494, 11369, 11500, 11298, 12376, 10985, 11502]","[11984, 11977]","Not Found","0.0","200-280"
"0.5","RAR","Academic paper","In the pipeline diagram of the RAR model, which type of organism is used as the input case?","[10318, 10373, 10268, 10395, 10407, 10401, 5245, 5622, 5054, 10430]","[10318]","1","1.0","200-280"
"0.5","RAR","Academic paper","In the Ranking Prompt Example, what is the correct type of the car provided?","[10328, 10327, 18163, 18360, 5102, 10292, 6820, 10359, 10366, 10326]","[10328, 10321]","1","0.5","200-280"
"0.5","RAR","Academic paper","In the example image for extending RAR to zero-shot recognition on object detection datasets, how many bounding boxes (bboxes) are there in total?","[10357, 10360, 10430, 10298, 10382, 10363, 10432, 10288, 10359, 10423]","[10321, 10318]","Not Found","0.0","200-280"
"0.5","RAR","Academic paper","How many GPT-4V examples are listed in the paper?","[10418, 10292, 10391, 10415, 10416, 5805, 10412, 5804, 10309, 11897]","[10386, 10398, 10391]","3","0.33","200-280"
"0.5","RAR","Academic paper","In the 4-shot classification task, how much higher is the top-5 average accuracy of RAR (LLaVA1.5) compared to the top-1 accuracy?

","[10351, 10349, 10356, 10409, 10357, 10413, 10430, 10365, 10414, 10294]","[10409, 10405, 10414]","4","0.67","200-280"
"0.5","RAR","Academic paper","In the visualization of the ranking examples and ranking prompt examples, how many images appear in total?","[10361, 11978, 11043, 12434, 11040, 12431, 17388, 10363, 1069, 17955]","[10342, 10349, 10321, 10356, 10357, 10328, 10362, 10334]","Not Found","0.0","200-280"
"0.5","STEPBACK","Academic paper","How many green bars appear in Figure 1?","[11973, 4442, 11849, 15970, 20530, 16908, 5338, 4720, 16909, 12431]","[11052]","Not Found","0.0","200-280"
"0.5","STEPBACK","Academic paper","What score did PaLM-2L + Step-Back achieve in MMLU Physics?","[11052, 11083, 11094, 11097, 11144, 11090, 11060, 11056, 11192, 11048]","[11083]","2","1.0","200-280"
"0.5","STEPBACK","Academic paper","How much higher is the accuracy of PaLM-2L + RAG compared to PaLM-2L on TimeQA?","[11103, 11058, 11052, 11113, 11083, 11094, 11059, 11140, 11097, 11048]","[11083, 11094]","5","1.0","200-280"
"0.5","STEPBACK","Academic paper","How much lower is the accuracy of GPT-4 on SituatedQA compared to MMLU Chemistry?","[11083, 11052, 11058, 11094, 11876, 10292, 11105, 10294, 11103, 10415]","[11083, 11094]","1","1.0","200-280"
"0.5","STEPBACK","Academic paper","How many pie charts are there in the paper?","[7187, 9950, 7323, 6060, 6181, 6161, 9471, 9624, 6173, 8121]","[11097, 11145, 11141]","Not Found","0.0","200-280"
"0.5","STEPBACK","Academic paper","In the ""Error Analysis of Step-Back Prompting"", what is the sum of the baseline wrong percentages in TimeQA and MMLU high-school Physics?","[11097, 11142, 11144, 11146, 11147, 11090, 11199, 11141, 11145, 11060]","[11097, 11145, 11141]","1","1.0","200-280"
"0.5","User_Manual_1500S_Classic_EN","Guidebook","What temperature does the green color of the coffee machine represent for the milk?","[15584, 15186, 15397, 15581, 15326, 15582, 15346, 15136, 15624, 14575]","[14726]","Not Found","0.0","200-280"
"0.5","User_Manual_1500S_Classic_EN","Guidebook","How many grams of coffee can be put in the manual insert? Return me an integer.","[14798, 14712, 15658, 14626, 14575, 14796, 14864, 6940, 14794, 15503]","[14785, 14786, 14787, 14794, 14795, 14796]","6","0.33","200-280"
"0.5","User_Manual_1500S_Classic_EN","Guidebook","How many types of main menu functions are there?","[14856, 2654, 14855, 14854, 2763, 15652, 15343, 18487, 4371, 2568]","[14856, 14858, 14860]","1","0.33","200-280"
"0.5","User_Manual_1500S_Classic_EN","Guidebook","In the picture on page 50, what time does the blue bar start?","[14961, 15115, 15113, 10677, 12068, 15121, 17655, 15118, 19501, 18615]","[15118]","8","1.0","200-280"
"0.5","User_Manual_1500S_Classic_EN","Guidebook","How many coffee quality levels can the coffee machine be set to?","[15313, 7086, 15431, 7143, 7145, 14817, 465, 584, 7146, 15624]","[14991]","Not Found","0.0","200-280"
"0.5","User_Manual_1500S_Classic_EN","Guidebook","What are the error descriptions corresponding to error numbers 88 and 188?","[15580, 15581, 17638, 17730, 15584, 17637, 17519, 17733, 15583, 17636]","[15580, 15581]","1","1.0","200-280"
"0.5","camry_ebrochure","Brochure","What color is the car on the cover?","[9809, 11422, 17828, 9822, 11040, 11043, 12431, 12434, 11770, 16754]","[17998]","Not Found","0.0","200-280"
"0.5","camry_ebrochure","Brochure","How many cars appear on page three?","[7010, 18517, 18514, 17946, 4569, 7011, 7185, 21068, 7183, 7009]","[18003, 18013, 18014]","Not Found","0.0","200-280"
"0.5","camry_ebrochure","Brochure","What technology does the car’s Wi-Fi Connect use?","[18083, 18099, 21516, 18143, 21441, 21455, 18158, 18246, 18046, 18173]","[18050, 18051]","Not Found","0.0","200-280"
"0.5","camry_ebrochure","Brochure","How many people appear on pages three and four?","[16441, 18619, 1117, 9196, 21166, 11646, 18473, 21185, 18790, 6231]","[18026, 18003, 18020, 18023]","Not Found","0.0","200-280"
"0.5","Pew-Research-Center_Hispanic-Identity-Report_12.20.2017","Research report / Introduction","What's the value of the smallest bar in the graph about the percentage of U.S. adults with Hispanic ancestry who self-identify as Hispanic or Non-Hispanic?","[9912, 10048, 9980, 9928, 9974, 8376, 6394, 8366, 6627, 10040]","[9912]","1","1.0","200-280"
"0.5","Pew-Research-Center_Hispanic-Identity-Report_12.20.2017","Research report / Introduction","What's the average value of all orange bars in the chart about the percentage of U.S. adults with Hispanic ancestry who self-identify as Hispanic or Non-Hispanic?","[9974, 8466, 9909, 10025, 6156, 9980, 9928, 9912, 7056, 8467]","[9912]","8","1.0","200-280"
